Parameters:
num_ants = 30
num_iterations = 100
alpha = 0.9
beta = 0.7
rho = 0.15
Q = 125

Execution 1:
Best Solution: [0, 7, 1, 13, 2, 12, 3, 5, 4, 9, 14, 6, 11, 8, 10]
Cost: 2238
Execution Time: 1.1242663860321045 seconds

Results per Iteration:
Iteration, Best Cost, Prizes Collected, Penalties, Average Colony Cost, Worst Solution Cost
Iteration, Best Cost, Prizes Collected, Penalties, Average Colony Cost, Worst Solution Cost
1, 4847, 674, 0.0, 6301.466666666666, 8449
2, 4523, 674, 0.0, 6612.866666666667, 8414
3, 4122, 674, 0.0, 6292.2, 8035
4, 4122, 674, 0.0, 6195.5, 8214
5, 4122, 674, 0.0, 6030.966666666666, 7390
6, 4122, 674, 0.0, 6310.1, 8817
7, 4122, 674, 0.0, 6019.766666666666, 7910
8, 4122, 674, 0.0, 5938.833333333333, 7213
9, 4122, 674, 0.0, 5842.033333333334, 8235
10, 4122, 674, 0.0, 6012.366666666667, 7759
11, 4122, 674, 0.0, 5535.233333333334, 6952
12, 3560, 674, 0.0, 5309.733333333334, 6690
13, 3560, 674, 0.0, 5580.133333333333, 7323
14, 3560, 674, 0.0, 5337.733333333334, 7851
15, 3369, 674, 0.0, 5471.133333333333, 8465
16, 3369, 674, 0.0, 5108.1, 6959
17, 3021, 674, 0.0, 5096.133333333333, 7179
18, 3021, 674, 0.0, 5116.433333333333, 7245
19, 3021, 674, 0.0, 4808.233333333334, 6609
20, 3021, 674, 0.0, 5041.866666666667, 6442
21, 2949, 674, 0.0, 4910.233333333334, 6795
22, 2536, 674, 0.0, 4573.466666666666, 6020
23, 2536, 674, 0.0, 4616.1, 5923
24, 2536, 674, 0.0, 4571.466666666666, 6480
25, 2536, 674, 0.0, 4327.966666666666, 5615
26, 2238, 674, 0.0, 4103.766666666666, 5371
27, 2238, 674, 0.0, 4287.2, 6182
28, 2238, 674, 0.0, 4483.066666666667, 6132
29, 2238, 674, 0.0, 4135.9, 5879
30, 2238, 674, 0.0, 4377.666666666667, 6301
31, 2238, 674, 0.0, 4446.733333333334, 6652
32, 2238, 674, 0.0, 4367.166666666667, 6001
33, 2238, 674, 0.0, 4152.1, 5500
